Date,Forecast_Demand,SKU,SKU_Name
2024-05-21,14.345304924288406,APPL-001,
2024-05-22,14.059234056314937,APPL-001,
2024-05-23,13.147662056830333,APPL-001,
2024-05-24,13.524029692060422,APPL-001,
2024-05-25,13.129163982583886,APPL-001,
2024-05-26,13.77546507979228,APPL-001,
2024-05-27,14.30205159830468,APPL-001,
2024-05-28,14.340640756657391,APPL-001,
2024-05-29,14.054569888681552,APPL-001,
2024-05-30,13.142997889198025,APPL-001,
2024-05-31,13.519365524428672,APPL-001,
2024-06-01,13.124499814951124,APPL-001,
2024-06-02,13.770800912160324,APPL-001,
2024-06-03,14.297387430671684,APPL-001,
2024-06-04,14.33597658902318,APPL-001,
2024-06-05,14.049905721050408,APPL-001,
2024-06-06,13.138333721565717,APPL-001,
2024-06-07,13.514701356796593,APPL-001,
2024-06-08,13.119835647318364,APPL-001,
2024-06-09,13.766136744529945,APPL-001,
2024-06-10,14.29272326304045,APPL-001,
2024-06-11,14.331312421392166,APPL-001,
2024-06-12,14.045241553420874,APPL-001,
2024-06-13,13.13366955318205,APPL-001,
2024-06-14,13.510037187662125,APPL-001,
2024-06-15,13.115171477433677,APPL-001,
2024-06-16,13.76147257389098,APPL-001,
2024-06-17,14.288059091652425,APPL-001,
2024-06-18,14.326648249252631,APPL-001,
2024-06-19,14.040577380529095,APPL-001,
2024-06-20,13.129005380290652,APPL-001,
2024-06-21,13.505373014770496,APPL-001,
2024-06-22,13.110507304541398,APPL-001,
2024-06-23,13.756808400998729,APPL-001,
2024-06-24,14.28339491876168,APPL-001,
2024-06-25,14.321984076362108,APPL-001,
2024-06-26,14.0359132076362,APPL-001,
2024-06-27,13.12434120739841,APPL-001,
2024-06-28,13.500708841878872,APPL-001,
2024-06-29,13.105843131650763,APPL-001,
2024-06-30,13.752144228107262,APPL-001,
2024-07-01,14.278730745869172,APPL-001,
2024-07-02,14.317319903469985,APPL-001,
2024-07-03,14.031249034743295,APPL-001,
2024-07-04,13.11967703450804,APPL-001,
2024-07-05,13.496044668987242,APPL-001,
2024-07-06,13.101178958758489,APPL-001,
2024-07-07,13.747480053691762,APPL-001,
2024-07-08,14.274066569928976,APPL-001,
2024-07-09,14.312655726000669,APPL-001,
2024-07-10,14.02658485575022,APPL-001,
2024-07-11,13.115012853988192,APPL-001,
2024-07-12,13.491380486942344,APPL-001,
2024-07-13,13.096514775188046,APPL-001,
2024-07-14,13.742815870122625,APPL-001,
2024-07-15,14.269402386355074,APPL-001,
2024-07-16,14.307991542429296,APPL-001,
2024-07-17,14.021920672178076,APPL-001,
2024-07-18,13.110348670417546,APPL-001,
2024-07-19,13.486716303371107,APPL-001,
2024-07-20,13.091850591617089,APPL-001,
2024-07-21,13.738151686550337,APPL-001,
2024-07-22,14.264738202785082,APPL-001,
2024-07-23,14.303327358859528,APPL-001,
2024-07-24,14.017256488607057,APPL-001,
2024-07-25,13.105684486846906,APPL-001,
2024-07-26,13.482052119800638,APPL-001,
2024-07-27,13.087186408046644,APPL-001,
2024-07-28,13.733487502981198,APPL-001,
2024-07-29,14.260074019213327,APPL-001,
2024-07-30,14.298663166889954,APPL-001,
2024-07-31,14.012592288242343,APPL-001,
2024-08-01,13.101020278080796,APPL-001,
2024-08-02,13.477387902636572,APPL-001,
2024-08-03,13.082522182484087,APPL-001,
2024-08-04,13.728823269021234,APPL-001,
2024-08-05,14.25540977685412,APPL-001,
2024-08-06,14.293998924532728,APPL-001,
2024-08-07,14.007928045883869,APPL-001,
2024-08-08,13.096356035722696,APPL-001,
2024-08-09,13.472723660278607,APPL-001,
2024-08-10,13.077857940126188,APPL-001,
2024-08-11,13.724159026660711,APPL-001,
2024-08-12,14.250745534498044,APPL-001,
2024-08-13,14.2893346821723,APPL-001,
2024-08-14,14.003263803524266,APPL-001,
2024-08-15,13.091691793364172,APPL-001,
2024-08-16,13.468059417920314,APPL-001,
2024-08-17,13.073193697767207,APPL-001,
2024-08-18,13.719494784302542,APPL-001,
2024-08-19,14.246081292140598,APPL-001,
2024-08-20,14.284670439815075,APPL-001,
2024-08-21,13.998599561165786,APPL-001,
2024-08-22,13.087027246206596,APPL-001,
2024-08-23,13.46339456596182,APPL-001,
2024-08-24,13.068528541010132,APPL-001,
2024-08-25,13.714829322745617,APPL-001,
2024-08-26,14.241415525780976,APPL-001,
2024-08-27,14.28000436865698,APPL-001,
2024-08-28,13.99393318520561,APPL-001,
2024-08-29,13.082360870247498,APPL-001,
2024-08-30,13.45872819000292,APPL-001,
2024-08-31,13.063862165050583,APPL-001,
2024-09-01,13.710162946786872,APPL-001,
2024-09-02,14.236749149821192,APPL-001,
2024-09-03,14.27533799269758,APPL-001,
2024-09-04,13.98926680924768,APPL-001,
2024-09-05,13.077694494288398,APPL-001,
2024-09-06,13.454061814044376,APPL-001,
2024-09-07,13.059195789091596,APPL-001,
2024-09-08,13.705496570825767,APPL-001,
2024-09-09,14.232082773863173,APPL-001,
2024-09-10,14.27067161673818,APPL-001,
2024-09-11,13.984600433287504,APPL-001,
2024-09-12,13.073028118330337,APPL-001,
2024-09-13,13.449395438085835,APPL-001,
2024-09-14,13.05452941313312,APPL-001,
2024-09-15,13.70083018623529,APPL-001,
2024-09-16,14.227416380644824,APPL-001,
2024-09-17,14.266005214889889,APPL-001,
2024-09-18,13.979934022810516,APPL-001,
2024-09-19,13.06836169922084,APPL-001,
2024-09-20,13.444729010345949,APPL-001,
2024-09-21,13.049862976763494,APPL-001,
2024-09-22,13.696163749866969,APPL-001,
2024-09-23,14.222749944273495,APPL-001,
2024-09-24,14.261338778520935,APPL-001,
2024-09-25,13.975267586440316,APPL-001,
2024-09-26,13.063695262850173,APPL-001,
2024-09-27,13.440062573975892,APPL-001,
2024-09-28,13.04519654039279,APPL-001,
2024-09-29,13.691497313497074,APPL-001,
2024-09-30,14.218083507902564,APPL-001,
2024-10-01,14.25667234215038,APPL-001,
2024-10-02,13.97060115007011,APPL-001,
2024-10-03,13.059028826480343,APPL-001,
2024-10-04,13.435396137605876,APPL-001,
2024-10-05,13.04053010402209,APPL-001,
2024-10-06,13.68683087712875,APPL-001,
2024-10-07,14.21341707153515,APPL-001,
2024-10-08,14.252005867300822,APPL-001,
2024-10-09,13.965934636744617,APPL-001,
2024-10-10,13.054362274673077,APPL-001,
2024-10-11,13.430729547320151,APPL-001,
2024-10-12,13.035863475257988,APPL-001,
2024-10-13,13.68216420988481,APPL-001,
2024-10-14,14.20875036581116,APPL-001,
2024-10-15,14.247339161578443,APPL-001,
2024-10-16,13.961267931021354,APPL-001,
2024-10-17,13.049695568950192,APPL-001,
2024-10-18,13.426062841596682,APPL-001,
2024-10-19,13.031196769536376,APPL-001,
2024-10-20,13.677497504159502,APPL-001,
2024-10-21,14.204083660088934,APPL-001,
2024-10-22,14.242672455854832,APPL-001,
2024-10-23,13.956601225296968,APPL-001,
2024-10-24,13.045028863226882,APPL-001,
2024-10-25,13.421396135873929,APPL-001,
2024-10-26,13.026530063812617,APPL-001,
2024-10-27,13.672830798436546,APPL-001,
2024-10-28,14.199416954364938,APPL-001,
2024-10-29,14.238005750131222,APPL-001,
2024-10-30,13.951934519574827,APPL-001,
2024-10-31,13.0403619224491,APPL-001,
2024-11-01,13.416728960039803,APPL-001,
2024-11-02,13.021862652922332,APPL-001,
2024-11-03,13.668163152493138,APPL-001,
2024-11-04,14.194749073365172,APPL-001,
2024-11-05,14.233337634077404,APPL-001,
2024-11-06,13.9472661684619,APPL-001,
2024-11-07,13.035693571337246,APPL-001,
2024-11-08,13.41206060892818,APPL-001,
2024-11-09,13.0171943018111,APPL-001,
2024-11-10,13.663494801380065,APPL-001,
2024-11-11,14.190080722252238,APPL-001,
2024-11-12,14.228669282963647,APPL-001,
2024-11-13,13.94259781734897,APPL-001,
2024-11-14,13.031025220225816,APPL-001,
2024-11-15,13.40739225781652,APPL-001,
2024-11-16,13.01252595069828,APPL-001,
2024-11-17,13.658826450270135,APPL-001,
2024-11-18,14.185412371141458,APPL-001,
2024-11-19,14.22400093185308,APPL-001,
2024-11-20,13.937929466237156,APPL-001,
2024-11-21,13.02635686911354,APPL-001,
2024-11-22,13.402723906704862,APPL-001,
2024-11-23,13.0078157363936,APPL-001,
2024-11-24,13.654074372771175,APPL-001,
2024-11-25,14.180618430447124,APPL-001,
2024-11-26,14.219165127962846,APPL-001,
2024-11-27,13.933051799154349,APPL-001,
2024-11-28,13.021437338834984,APPL-001,
2024-11-29,13.39776251323156,APPL-001,
2024-11-30,13.002854342919656,APPL-001,
2024-12-01,13.649112979298026,APPL-001,
2024-12-02,14.175657036972543,APPL-001,
2024-12-03,14.214203734489043,APPL-001,
2024-12-04,13.928090405682015,APPL-001,
2024-12-05,13.016475945362096,APPL-001,
2024-12-06,13.39280111975862,APPL-001,
2024-12-07,12.99789294944678,APPL-001,
2024-12-08,13.6441515858241,APPL-001,
2024-12-09,14.170695643498364,APPL-001,
2024-12-10,14.20924234101524,APPL-001,
2024-12-11,13.923129012207438,APPL-001,
2024-12-12,13.011514551889022,APPL-001,
2024-12-13,13.387839726285351,APPL-001,
2024-12-14,12.9929315559739,APPL-001,
2024-12-15,13.639190192349382,APPL-001,
2024-12-16,14.165734250027702,APPL-001,
2024-12-17,14.204211957241668,APPL-001,
2024-12-18,13.918029638131244,APPL-001,
2024-12-19,13.006346187511836,APPL-001,
2024-12-20,13.382602371606929,APPL-001,
2024-12-21,12.987625210994173,APPL-001,
2024-12-22,13.633814857068016,APPL-001,
2024-12-23,14.160289924443928,APPL-001,
2024-12-24,14.198767631659509,APPL-001,
2024-12-25,13.912585312548208,APPL-001,
2024-12-26,13.000901861928323,APPL-001,
2024-12-27,13.37715804602368,APPL-001,
2024-12-28,12.98218088541063,APPL-001,
2024-12-29,13.628370531482926,APPL-001,
2024-12-30,14.154845598860156,APPL-001,
2024-12-31,14.193323306077716,APPL-001,
2025-01-01,13.907140986965162,APPL-001,
2025-01-02,12.99545753634566,APPL-001,
2025-01-03,13.371713720441148,APPL-001,
2025-01-04,12.976736559827652,APPL-001,
2025-01-05,13.622926205901768,APPL-001,
2025-01-06,14.149401273279908,APPL-001,
2025-01-07,14.187878980492728,APPL-001,
2025-01-08,13.901696661384843,APPL-001,
2025-01-09,12.98977574095539,APPL-001,
2025-01-10,13.365794455242174,APPL-001,
2025-01-11,12.970579824819458,APPL-001,
2025-01-12,13.616532001086156,APPL-001,
2025-01-13,14.14276959865504,APPL-001,
2025-01-14,14.18100983606162,APPL-001,
2025-01-15,13.89459004714427,APPL-001,
2025-01-16,12.98266912671519,APPL-001,
2025-01-17,13.35868784100139,APPL-001,
2025-01-18,12.963473210581604,APPL-001,
2025-01-19,13.609425386845889,APPL-001,
2025-01-20,14.13566298441334,APPL-001,
2025-01-21,14.173903221822297,APPL-001,
2025-01-22,13.887483432902568,APPL-001,
2025-01-23,12.97556251247457,APPL-001,
2025-01-24,13.351581226761322,APPL-001,
2025-01-25,12.95636659634002,APPL-001,
2025-01-26,13.60231877260562,APPL-001,
2025-01-27,14.128556370172031,APPL-001,
2025-01-28,14.16679660757977,APPL-001,
2025-01-29,13.880376818663112,APPL-001,
2025-01-30,12.968455898233952,APPL-001,
2025-01-31,13.344474612520932,APPL-001,
2025-02-01,12.94900331812742,APPL-001,
2025-02-02,13.594698830421722,APPL-001,
2025-02-03,14.12067976401468,APPL-001,
2025-02-04,14.158663337451266,APPL-001,
2025-02-05,13.871986884561128,APPL-001,
2025-02-06,12.95980930015771,APPL-001,
2025-02-07,13.335571350472652,APPL-001,
2025-02-08,12.940100056078125,APPL-001,
2025-02-09,13.585795568371664,APPL-001,
2025-02-10,14.111776501966917,APPL-001,
2025-02-11,14.149760075400522,APPL-001,
2025-02-12,13.86308362251233,APPL-001,
2025-02-13,12.950906038109297,APPL-001,
2025-02-14,13.326668088424007,APPL-001,
2025-02-15,12.93119679402883,APPL-001,
2025-02-16,13.57689230632239,APPL-001,
2025-02-17,14.102873239919152,APPL-001,
2025-02-18,14.14085681335298,APPL-001,
2025-02-19,13.854180360462411,APPL-001,
2025-02-20,12.942002776060033,APPL-001,
2025-02-21,13.317764826375036,APPL-001,
2025-02-22,12.922293531981689,APPL-001,
2025-02-23,13.567989044273904,APPL-001,
2025-02-24,14.093969977869625,APPL-001,
2025-02-25,14.131845748427123,APPL-001,
2025-02-26,13.84506149265907,APPL-001,
2025-02-27,12.932776105382509,APPL-001,
2025-02-28,13.308430352819538,APPL-001,
2025-03-01,12.912851255548834,APPL-001,
2025-03-02,13.55843896496672,APPL-001,
2025-03-03,14.08431209568448,APPL-001,
2025-03-04,14.122187866242228,APPL-001,
2025-03-05,13.835403610474414,APPL-001,
2025-03-06,12.923118223196685,APPL-001,
2025-03-07,13.29877247063427,APPL-001,
2025-03-08,12.903193373363631,APPL-001,
2025-03-09,13.548781082782822,APPL-001,
2025-03-10,14.074654213497972,APPL-001,
2025-03-11,14.112529984056094,APPL-001,
2025-03-12,13.82574572828751,APPL-001,
2025-03-13,12.91346034101128,APPL-001,
2025-03-14,13.28911458844864,APPL-001,
2025-03-15,12.893535491177907,APPL-001,
2025-03-16,13.539123200595771,APPL-001,
2025-03-17,14.064996331314983,APPL-001,
2025-03-18,14.102872101871563,APPL-001,
2025-03-19,13.816087846101723,APPL-001,
2025-03-20,12.903797239500037,APPL-001,
2025-03-21,13.279446267611316,APPL-001,
2025-03-22,12.88386195101462,APPL-001,
2025-03-23,13.529444441107762,APPL-001,
2025-03-24,14.055312352498328,APPL-001,
2025-03-25,14.093182903729266,APPL-001,
2025-03-26,13.806393428636474,APPL-001,
2025-03-27,12.894102822032014,APPL-001,
2025-03-28,13.26975185014313,APPL-001,
2025-03-29,12.874167533546151,APPL-001,
2025-03-30,13.519750023640098,APPL-001,
2025-03-31,14.045617935029236,APPL-001,
2025-04-01,14.083488486262544,APPL-001,
2025-04-02,13.7966990111685,APPL-001,
2025-04-03,12.884408404563995,APPL-001,
2025-04-04,13.26005743267567,APPL-001,
2025-04-05,12.864473116078752,APPL-001,
2025-04-06,13.510055606170075,APPL-001,
2025-04-07,14.03592351756229,APPL-001,
2025-04-08,14.07379406879262,APPL-001,
2025-04-09,13.787004593699407,APPL-001,
2025-04-10,12.874713987096404,APPL-001,
2025-04-11,13.25036301520788,APPL-001,
2025-04-12,12.85477662930206,APPL-001,
2025-04-13,13.500357050085972,APPL-001,
2025-04-14,14.026222892170694,APPL-001,
2025-04-15,14.064091374093026,APPL-001,
2025-04-16,13.777299829694185,APPL-001,
2025-04-17,12.86500715377949,APPL-001,
2025-04-18,13.24065411258252,APPL-001,
2025-04-19,12.845067726678206,APPL-001,
2025-04-20,13.490648147460773,APPL-001,
2025-04-21,14.01651398954446,APPL-001,
2025-04-22,14.0543824714684,APPL-001,
2025-04-23,13.767590927067554,APPL-001,
2025-04-24,12.855298251153938,APPL-001,
2025-04-25,13.230945209957166,APPL-001,
2025-04-26,12.835358824052198,APPL-001,
2025-04-27,13.480939244833223,APPL-001,
2025-04-28,14.006805086918218,APPL-001,
2025-04-29,14.044673568842542,APPL-001,
2025-04-30,13.757882024443168,APPL-001,
2025-05-01,12.845589348528389,APPL-001,
2025-05-02,13.22123630733217,APPL-001,
2025-05-03,12.825649921427832,APPL-001,
2025-05-04,13.471230342209596,APPL-001,
2025-05-05,13.997096184293737,APPL-001,
2025-05-06,14.034964632846956,APPL-001,
2025-05-07,13.748173055077084,APPL-001,
2025-05-08,12.835880345794688,APPL-001,
2025-05-09,13.211527271228269,APPL-001,
2025-05-10,12.815940851953195,APPL-001,
2025-05-11,13.461521239364462,APPL-001,
2025-05-12,13.98738704808118,APPL-001,
2025-05-13,14.02525549663462,APPL-001,
2025-05-14,13.738463918863491,APPL-001,
2025-05-15,12.826171209581476,APPL-001,
2025-05-16,13.20181813501483,APPL-001,
2025-05-17,12.806231715740182,APPL-001,
2025-05-18,13.451812103152758,APPL-001,
2025-05-19,13.97767791186647,APPL-001,
2025-05-20,14.015546360420306,APPL-001,
2025-05-21,13.728754782648778,APPL-001,
2025-05-22,12.816462073367418,APPL-001,
2025-05-23,13.192108998801386,APPL-001,
2025-05-24,12.796522579526654,APPL-001,
2025-05-25,13.442102966939473,APPL-001,
2025-05-26,13.967968775652142,APPL-001,
2025-05-27,14.00583722420797,APPL-001,
2025-05-28,13.719045646435193,APPL-001,
2025-05-29,12.80675211807722,APPL-001,
2025-05-30,13.182398224433646,APPL-001,
2025-05-31,12.786810986082685,APPL-001,
2025-06-01,13.432390554419822,APPL-001,
2025-06-02,13.958255544056415,APPL-001,
2025-06-03,13.996123173530515,APPL-001,
2025-06-04,13.70933077668542,APPL-001,
2025-06-05,12.79703724832468,APPL-001,
2025-06-06,13.172683354681668,APPL-001,
2025-06-07,12.777096116329693,APPL-001,
2025-06-08,13.422675684667634,APPL-001,
2025-06-09,13.948540674303189,APPL-001,
2025-06-10,13.986408303779273,APPL-001,
2025-06-11,13.699615906932928,APPL-001,
2025-06-12,12.787322378572563,APPL-001,
2025-06-13,13.162968484929324,APPL-001,
2025-06-14,12.767381246578848,APPL-001,
2025-06-15,13.412960814913092,APPL-001,
2025-06-16,13.938825804551335,APPL-001,
2025-06-17,13.97669343402803,APPL-001,
2025-06-18,13.689901037179306,APPL-001,
2025-06-19,12.777607508820026,APPL-001,
2025-06-20,13.153253615177375,APPL-001,
2025-06-21,12.757666375232008,APPL-001,
2025-06-22,13.403245941973209,APPL-001,
2025-06-23,13.92911093001656,APPL-001,
2025-06-24,13.966978557899786,APPL-001,
2025-06-25,13.680186159458689,APPL-001,
2025-06-26,12.767892629505418,APPL-001,
2025-06-27,13.143538734267718,APPL-001,
2025-06-28,12.74795149432206,APPL-001,
2025-06-29,13.393531061065648,APPL-001,
2025-06-30,13.91939604910815,APPL-001,
2025-07-01,13.957263676992826,APPL-001,
2025-07-02,13.67047127854812,APPL-001,
2025-07-03,12.758177748595504,APPL-001,
2025-07-04,13.133823853358784,APPL-001,
2025-07-05,12.738236613413193,APPL-001,
2025-07-06,13.383816180154934,APPL-001,
2025-07-07,13.909681168199734,APPL-001,
2025-07-08,13.947548796081431,APPL-001,
2025-07-09,13.660756397637552,APPL-001,
2025-07-10,12.74846286768644,APPL-001,
2025-07-11,13.124108972449497,APPL-001,
2025-07-12,12.728521732502742,APPL-001,
2025-07-13,13.374101299245016,APPL-001,
2025-07-14,13.89996628729132,APPL-001,
2025-07-15,13.9378339151978,APPL-001,
2025-07-16,13.65104151677723,APPL-001,
2025-07-17,12.738747986851664,APPL-001,
2025-07-18,13.114394091638443,APPL-001,
2025-07-19,12.718806851717757,APPL-001,
2025-07-20,13.364386418481676,APPL-001,
2025-07-21,13.890251406553071,APPL-001,
2025-07-22,13.928119034459932,APPL-001,
2025-07-23,13.641326636041317,APPL-001,
2025-07-24,12.729033106114532,APPL-001,
2025-07-25,13.104679210901075,APPL-001,
2025-07-26,12.709091970979738,APPL-001,
2025-07-27,13.354671537746045,APPL-001,
2025-07-28,13.880536525814438,APPL-001,
2025-07-29,13.918404153722069,APPL-001,
2025-07-30,13.631611755306045,APPL-001,
2025-07-31,12.719318225376549,APPL-001,
2025-08-01,13.094964330164077,APPL-001,
2025-08-02,12.699377090242802,APPL-001,
2025-08-03,13.344956657010409,APPL-001,
2025-08-04,13.870821645076193,APPL-001,
2025-08-05,13.908689272984205,APPL-001,
2025-08-06,13.62189687456741,APPL-001,
2025-08-07,12.70960334415016,APPL-001,
2025-08-08,13.08524944844824,APPL-001,
2025-08-09,12.689662208038108,APPL-001,
2025-08-10,13.335241774314625,APPL-001,
2025-08-11,13.861106761895208,APPL-001,
2025-08-12,13.898974389312432,APPL-001,
2025-08-13,13.612181990407858,APPL-001,
2025-08-14,12.699888459988257,APPL-001,
2025-08-15,13.07553456428648,APPL-001,
2025-08-16,12.6799473238759,APPL-001,
2025-08-17,13.32552689015423,APPL-001,
2025-08-18,13.851391877732206,APPL-001,
2025-08-19,13.889259505151038,APPL-001,
2025-08-20,13.602467106244456,APPL-001,
2025-08-21,12.69017357582552,APPL-001,
2025-08-22,13.065819680123994,APPL-001,
2025-08-23,12.670232439714196,APPL-001,
2025-08-24,13.315812005989905,APPL-001,
2025-08-25,13.8416769935692,APPL-001,
2025-08-26,13.879544620988415,APPL-001,
2025-08-27,13.59275222208218,APPL-001,
2025-08-28,12.68045869166362,APPL-001,
2025-08-29,13.056104795962227,APPL-001,
2025-08-30,12.6605175555525,APPL-001,
2025-08-31,13.306097121829511,APPL-001,
2025-09-01,13.831962109409714,APPL-001,
2025-09-02,13.869829736824189,APPL-001,
2025-09-03,13.583037337919908,APPL-001,
2025-09-04,12.67074380750233,APPL-001,
2025-09-05,13.046389911800464,APPL-001,
2025-09-06,12.650802671389725,APPL-001,
2025-09-07,13.29638223766755,APPL-001,
2025-09-08,13.822247225246707,APPL-001,
2025-09-09,13.860114852664395,APPL-001,
2025-09-10,13.573322453757632,APPL-001,
2025-09-11,12.661028923340435,APPL-001,
2025-09-12,13.036675027638012,APPL-001,
2025-09-13,12.641087787229102,APPL-001,
2025-09-14,13.286667353505578,APPL-001,
2025-09-15,13.812532341083314,APPL-001,
2025-09-16,13.850399968501772,APPL-001,
2025-09-17,13.56360756959423,APPL-001,
2025-09-18,12.651314039178114,APPL-001,
2025-09-19,13.02696014347625,APPL-001,
2025-09-20,12.631372903065811,APPL-001,
2025-09-21,13.276952469343607,APPL-001,
2025-09-22,13.802817456920309,APPL-001,
2025-09-23,13.840685084340748,APPL-001,
2025-09-24,13.553892685433077,APPL-001,
2025-09-25,12.641599155015792,APPL-001,
