Date,SKU,SKU_Name_x,Demand,Forecast_Demand,SKU_Name_y
2024-01-02,PETS-001,Dry Dog Food 2kg,9.0,13.004803919312677,
2024-01-02,OFFC-001,A4 Paper Ream,13.0,13.2746334054118,
2024-01-02,PCAR-003,Shampoo 400ml,11.0,13.905621573674791,
2024-01-02,MOVI-001,Action DVD Pack,21.0,13.342470118121335,
2024-01-02,FURN-001,Office Chair,12.0,14.65294832106164,
2024-01-02,HOMK-001,Non-stick Pan 28cm,5.0,13.86202000101904,
2024-01-02,ELEC-002,USB-C Hub 7-Port,8.0,7.744970960091705,
2024-01-02,APPL-001,Air Fryer 5L,16.0,14.438588456354571,
2024-01-02,TOYS-003,Jigsaw Puzzle 500pc,21.0,13.840695997122609,
2024-01-02,DIY0-003,Adhesive Tape Pack,25.0,13.966169133427616,
2024-01-02,MUSC-002,DJ Headphones,10.0,13.673309317029425,
2024-01-02,CLTH-001,Denim Jacket,13.0,10.923690207309916,
2024-01-02,HLTH-003,First Aid Kit,21.0,13.512541614844602,
2024-01-02,GRDN-002,Plant Pots Set,7.0,13.736983473555416,
2024-01-02,SPRT-002,Dumbbell Pair 5kg,12.0,13.042267283532718,
2024-01-02,SPRT-001,Yoga Mat,9.0,13.23018351200666,
2024-01-02,GRDN-001,Garden Hose 20m,12.0,13.80104740011553,
2024-01-02,OFFC-002,Ballpoint Pens 10pk,13.0,13.252647496930464,
2024-01-02,MOVI-002,Streaming Voucher,8.0,14.209342640103976,
2024-01-02,BABY-001,Baby Monitor,8.0,13.45922756799753,
2024-01-02,PETS-003,Pet Collar,37.0,14.207939540838003,
2024-01-02,GROC-002,Cooking Oil 1L,13.0,18.087085850972045,
2024-01-02,HOMK-003,Cutting Board,7.0,14.178024728988358,
2024-01-02,JWLY-002,Gold Earrings,12.0,13.71892730964201,
2024-01-02,CLTH-002,Cotton T-Shirt,7.0,10.823172140869016,
2024-01-02,OUTD-001,Camping Tent 2P,18.0,14.116237417993707,
2024-01-02,JWLY-003,Pearl Bracelet,14.0,14.771795842099849,
2024-01-02,TOOL-001,Screwdriver Set,10.0,13.514818787525655,
2024-01-03,MUSC-002,DJ Headphones,5.0,14.055373185412044,
2024-01-03,SPRT-001,Yoga Mat,10.0,13.81181213854709,
2024-01-03,JWLY-001,Silver Necklace,14.0,13.68249430967529,
2024-01-03,TOOL-003,Adjustable Wrench,9.0,13.462332338411532,
2024-01-03,TOYS-003,Jigsaw Puzzle 500pc,15.0,13.708897734139212,
2024-01-03,ELEC-002,USB-C Hub 7-Port,3.0,7.289702671432677,
2024-01-03,HLTH-002,Digital Thermometer,12.0,12.962688289228469,
2024-01-03,MUSC-001,Acoustic Guitar,11.0,12.705465744443815,
2024-01-03,PETS-003,Pet Collar,7.0,15.116242725434809,
2024-01-03,JWLY-002,Gold Earrings,28.0,13.281566647128583,
2024-01-03,FURN-002,Bookshelf 5-Tier,19.0,13.724140354154557,
2024-01-03,DIY0-002,Sandpaper Pack,8.0,13.841517917036125,
2024-01-03,DIY0-001,Power Drill,12.0,13.48486766487293,
2024-01-03,CLTH-003,Formal Trousers,24.0,12.0209618314151,
2024-01-03,BABY-002,Nappy Pack 40,12.0,13.672605432346682,
2024-01-03,BABY-001,Baby Monitor,2.0,13.954446373140318,
2024-01-03,GROC-002,Cooking Oil 1L,7.0,19.30194447850736,
2024-01-03,TOOL-001,Screwdriver Set,8.0,12.973903064554962,
2024-01-03,OUTD-001,Camping Tent 2P,16.0,13.583117645970486,
2024-01-03,BOOK-001,Fiction Novel,21.0,14.438831488577422,
2024-01-03,MOVI-002,Streaming Voucher,27.0,15.028814533637188,
2024-01-03,PETS-001,Dry Dog Food 2kg,15.0,13.05464146381784,
2024-01-03,MOVI-001,Action DVD Pack,10.0,13.619040883958856,
2024-01-03,GRDN-002,Plant Pots Set,12.0,13.575237568414778,
2024-01-03,DIY0-003,Adhesive Tape Pack,9.0,13.886928144278098,
2024-01-03,APPL-001,Air Fryer 5L,8.0,14.15251758626032,
2024-01-03,CLTH-001,Denim Jacket,12.0,11.324414629721105,
2024-01-03,HLTH-003,First Aid Kit,8.0,13.0386149367901,
2024-01-03,FURN-001,Office Chair,14.0,13.803479005492347,
2024-01-03,APPL-003,Hand Blender,13.0,13.53230787515865,
2024-01-03,SPRT-003,Resistance Bands,13.0,13.809720052632182,
2024-01-03,MOVI-003,Popcorn Maker,27.0,13.435671032044036,
2024-01-03,TOYS-001,Building Blocks Set,6.0,14.262747584138667,
2024-01-03,BEAU-003,Hair Serum 100ml,20.0,13.523332323319742,
2024-01-03,BEAU-001,Face Moisturiser,19.0,14.380197246623837,
2024-01-03,TOYS-002,Remote Control Car,21.0,14.794843774224825,
2024-01-03,GROC-003,Pasta 500g,14.0,19.09390602143086,
2024-01-03,OUTD-003,Hiking Socks 3-Pack,8.0,12.59449974161376,
2024-01-03,OFFC-003,Desk Organiser,12.0,14.376005627753992,
2024-01-03,PETS-002,Cat Litter 5kg,8.0,13.61954408748223,
2024-01-03,GROC-001,Ground Coffee 500g,15.0,18.739893334219307,
2024-01-03,OUTD-002,Sleeping Bag,5.0,13.210088330830247,
2024-01-03,HOMK-002,Knife Set 5pc,3.0,12.846920143064365,
2024-01-03,PCAR-002,Razor 5-Blade,15.0,13.691270907110166,
2024-01-03,APPL-002,Microwave Oven 20L,17.0,13.893528355787756,
2024-01-03,AUTO-001,Dash Cam HD,11.0,12.220565915738849,
2024-01-03,SPRT-002,Dumbbell Pair 5kg,13.0,12.292537397388417,
2024-01-03,AUTO-002,Tyre Inflator,3.0,13.283282976392154,
2024-01-03,ELEC-003,Wireless Charger,9.0,7.782230986271334,
2024-01-03,OFFC-002,Ballpoint Pens 10pk,15.0,13.454325758237797,
2024-01-03,SOFT-003,VPN Subscription,21.0,14.22313900714785,
2024-01-03,HOMK-003,Cutting Board,18.0,13.997071616632828,
2024-01-03,PCAR-001,Electric Toothbrush,17.0,14.944468662127306,
2024-01-03,AUTO-003,Car Seat Organiser,16.0,14.51555002605784,
2024-01-03,ELEC-001,Bluetooth Speaker,12.0,7.9493643029964,
2024-01-03,FURN-003,Bedside Table,15.0,12.697614334723546,
2024-01-03,BOOK-003,Self-Help Guide,19.0,13.84953714374327,
2024-01-03,SOFT-002,Office Suite,32.0,13.729902446084552,
2024-01-03,BABY-003,Baby Wipes 80ct,19.0,13.44780690026995,
2024-01-03,HOMK-001,Non-stick Pan 28cm,11.0,13.272791813679095,
2024-01-03,GRDN-001,Garden Hose 20m,15.0,14.6299840869256,
2024-01-03,HLTH-001,Vitamin C 60 Tablets,5.0,12.600840310398011,
2024-01-03,PCAR-003,Shampoo 400ml,13.0,14.240640304877564,
2024-01-03,CLTH-002,Cotton T-Shirt,20.0,11.043993534972154,
2024-01-03,GRDN-003,Pruning Shears,11.0,13.737891487792766,
2024-01-03,JWLY-003,Pearl Bracelet,4.0,14.48598866876562,
2024-01-03,MUSC-003,Digital Piano,4.0,13.736000976171818,
2024-01-03,BEAU-002,Lipstick Set,10.0,12.87927090664402,
2024-01-03,OFFC-001,A4 Paper Ream,4.0,13.46534256682016,
2024-01-04,GROC-002,Cooking Oil 1L,7.0,18.963725664384345,
2024-01-04,TOOL-001,Screwdriver Set,17.0,14.117487201820566,
2024-01-04,JWLY-003,Pearl Bracelet,12.0,15.08060061027399,
2024-01-04,ELEC-003,Wireless Charger,8.0,7.92001842317768,
2024-01-04,SPRT-002,Dumbbell Pair 5kg,17.0,12.703583490410097,
2024-01-04,PETS-002,Cat Litter 5kg,11.0,13.841191997259026,
2024-01-04,PCAR-002,Razor 5-Blade,11.0,13.421817926932151,
2024-01-04,GRDN-003,Pruning Shears,16.0,13.512046493579996,
2024-01-04,OUTD-001,Camping Tent 2P,5.0,13.899581433972378,
2024-01-04,JWLY-001,Silver Necklace,11.0,13.957729765752063,
2024-01-04,FURN-002,Bookshelf 5-Tier,11.0,13.611003436026058,
2024-01-04,OFFC-001,A4 Paper Ream,12.0,14.033346766520342,
2024-01-04,BOOK-001,Fiction Novel,14.0,14.31545604805339,
2024-01-04,APPL-001,Air Fryer 5L,24.0,13.240945584657664,
2024-01-04,MUSC-003,Digital Piano,13.0,12.954246604304188,
2024-01-04,HLTH-002,Digital Thermometer,20.0,13.957133015616105,
2024-01-04,CLTH-002,Cotton T-Shirt,12.0,10.225124954247503,
2024-01-04,BABY-002,Nappy Pack 40,12.0,13.695661281204131,
2024-01-04,BABY-001,Baby Monitor,9.0,13.26905848255752,
2024-01-04,HOMK-002,Knife Set 5pc,12.0,13.198691346875522,
2024-01-04,AUTO-001,Dash Cam HD,8.0,13.724970786575655,
2024-01-04,BEAU-002,Lipstick Set,12.0,13.26674511439779,
2024-01-04,GROC-001,Ground Coffee 500g,10.0,18.74442545701263,
2024-01-04,APPL-002,Microwave Oven 20L,11.0,13.939986890752593,
2024-01-04,OFFC-003,Desk Organiser,17.0,14.198638174247382,
2024-01-04,BABY-003,Baby Wipes 80ct,2.0,13.559117805163549,
2024-01-04,CLTH-003,Formal Trousers,7.0,11.068322744110606,
2024-01-04,OUTD-002,Sleeping Bag,6.0,12.664978538630614,
2024-01-04,SOFT-002,Office Suite,8.0,13.453726273890734,
2024-01-04,AUTO-003,Car Seat Organiser,19.0,13.987044766303091,
2024-01-04,MOVI-003,Popcorn Maker,8.0,13.597317058355364,
2024-01-04,PCAR-001,Electric Toothbrush,9.0,14.445273612028348,
2024-01-04,GROC-003,Pasta 500g,14.0,17.86925765760593,
2024-01-04,SPRT-003,Resistance Bands,23.0,15.017712052945368,
2024-01-04,TOYS-002,Remote Control Car,21.0,13.870782711508609,
2024-01-04,APPL-003,Hand Blender,4.0,13.537093005615798,
2024-01-04,MOVI-002,Streaming Voucher,22.0,14.614308827453598,
2024-01-04,BEAU-003,Hair Serum 100ml,17.0,14.963574584111536,
2024-01-04,FURN-003,Bedside Table,9.0,13.744158298906283,
2024-01-04,BEAU-001,Face Moisturiser,14.0,14.486678813794937,
2024-01-04,TOYS-001,Building Blocks Set,14.0,13.780447044932904,
2024-01-04,OUTD-003,Hiking Socks 3-Pack,11.0,12.835459948191293,
2024-01-04,GRDN-001,Garden Hose 20m,11.0,13.9663513726036,
2024-01-04,HLTH-001,Vitamin C 60 Tablets,11.0,13.670044357120922,
2024-01-04,DIY0-002,Sandpaper Pack,9.0,14.459077459726087,
2024-01-04,MUSC-001,Acoustic Guitar,6.0,13.016763399178409,
2024-01-04,SPRT-001,Yoga Mat,22.0,13.77779759802781,
2024-01-04,HOMK-003,Cutting Board,4.0,14.107824399999872,
2024-01-04,PETS-003,Pet Collar,7.0,13.754177878644011,
2024-01-04,MOVI-001,Action DVD Pack,2.0,13.017721032987923,
2024-01-04,AUTO-002,Tyre Inflator,22.0,14.239512302929324,
2024-01-04,HLTH-003,First Aid Kit,13.0,13.821210028767457,
2024-01-04,ELEC-002,USB-C Hub 7-Port,12.0,8.109404433697618,
2024-01-04,PCAR-003,Shampoo 400ml,16.0,14.317885814796009,
2024-01-04,HOMK-001,Non-stick Pan 28cm,13.0,13.497940193424128,
2024-01-04,OFFC-002,Ballpoint Pens 10pk,23.0,12.51520464657515,
2024-01-04,JWLY-002,Gold Earrings,2.0,13.360917263560273,
2024-01-04,TOYS-003,Jigsaw Puzzle 500pc,11.0,13.842905448219303,
2024-01-04,SOFT-003,VPN Subscription,18.0,13.823549282740826,
2024-01-04,DIY0-003,Adhesive Tape Pack,14.0,14.029564211232715,
2024-01-04,ELEC-001,Bluetooth Speaker,6.0,8.24941166955123,
2024-01-04,MUSC-002,DJ Headphones,15.0,14.224072495562451,
2024-01-04,BOOK-003,Self-Help Guide,17.0,13.670946812465589,
2024-01-04,TOOL-003,Adjustable Wrench,16.0,13.684359866957676,
2024-01-04,GRDN-002,Plant Pots Set,21.0,12.897956815891192,
2024-01-04,FURN-001,Office Chair,8.0,14.229324737122273,
2024-01-04,CLTH-001,Denim Jacket,13.0,10.978188000439584,
2024-01-04,DIY0-001,Power Drill,7.0,13.32043848591779,
2024-01-04,PETS-001,Dry Dog Food 2kg,14.0,12.806709956848035,
2024-01-05,JWLY-001,Silver Necklace,8.0,14.208894630360954,
2024-01-05,SPRT-003,Resistance Bands,17.0,14.065530112670007,
2024-01-05,OFFC-003,Desk Organiser,21.0,13.891388222087825,
2024-01-05,DIY0-003,Adhesive Tape Pack,13.0,13.01692129804934,
2024-01-05,JWLY-002,Gold Earrings,2.0,13.68746450950844,
2024-01-05,TOYS-002,Remote Control Car,8.0,14.564013483477392,
2024-01-05,PETS-001,Dry Dog Food 2kg,3.0,13.751881515990869,
2024-01-05,MOVI-001,Action DVD Pack,4.0,13.104710652796566,
2024-01-05,APPL-003,Hand Blender,9.0,14.36410441768227,
2024-01-05,FURN-003,Bedside Table,11.0,12.144787139064746,
2024-01-05,BEAU-002,Lipstick Set,17.0,13.153133769541585,
2024-01-05,MOVI-002,Streaming Voucher,11.0,13.59544759023766,
2024-01-05,TOYS-003,Jigsaw Puzzle 500pc,22.0,13.680918623371102,
2024-01-05,BEAU-003,Hair Serum 100ml,14.0,13.051712152728737,
2024-01-05,GROC-003,Pasta 500g,2.0,17.968781588659507,
2024-01-05,HLTH-001,Vitamin C 60 Tablets,14.0,14.105994640222756,
2024-01-05,ELEC-001,Bluetooth Speaker,9.0,7.796700697638158,
2024-01-05,PCAR-003,Shampoo 400ml,11.0,13.114568607922903,
2024-01-05,CLTH-001,Denim Jacket,15.0,10.430495517192742,
2024-01-05,TOOL-003,Adjustable Wrench,7.0,14.068931541771944,
2024-01-05,OUTD-002,Sleeping Bag,9.0,13.445616573104218,
2024-01-05,MUSC-001,Acoustic Guitar,14.0,12.337651952118003,
2024-01-05,JWLY-003,Pearl Bracelet,22.0,14.840123373815937,
2024-01-05,BOOK-001,Fiction Novel,9.0,14.882560329471591,
2024-01-05,PETS-002,Cat Litter 5kg,30.0,14.398349145436374,
2024-01-05,BOOK-003,Self-Help Guide,6.0,14.11469399773176,
2024-01-05,APPL-002,Microwave Oven 20L,8.0,13.74918048651745,
2024-01-05,MOVI-003,Popcorn Maker,10.0,13.70546965714448,
2024-01-05,MUSC-002,DJ Headphones,9.0,13.916072800197815,
2024-01-05,SOFT-003,VPN Subscription,4.0,13.736668152780764,
2024-01-05,GRDN-001,Garden Hose 20m,5.0,14.4857955966746,
2024-01-05,PCAR-002,Razor 5-Blade,12.0,13.318106084966168,
2024-01-05,PCAR-001,Electric Toothbrush,24.0,14.358151194433493,
2024-01-05,OFFC-001,A4 Paper Ream,5.0,13.408874227284691,
2024-01-05,OUTD-001,Camping Tent 2P,14.0,13.524732749935575,
2024-01-05,GRDN-002,Plant Pots Set,13.0,13.1284988184626,
2024-01-05,BEAU-001,Face Moisturiser,21.0,13.948084985206824,
2024-01-05,AUTO-001,Dash Cam HD,17.0,12.380771391705206,
2024-01-05,SPRT-002,Dumbbell Pair 5kg,12.0,13.302382053228266,
2024-01-05,HOMK-001,Non-stick Pan 28cm,15.0,13.32657375523395,
2024-01-05,HOMK-003,Cutting Board,12.0,13.982832130632747,
2024-01-05,TOOL-001,Screwdriver Set,9.0,13.78288764854697,
2024-01-05,ELEC-003,Wireless Charger,4.0,8.079888250839907,
2024-01-05,FURN-001,Office Chair,29.0,13.535248751323724,
2024-01-05,HLTH-003,First Aid Kit,22.0,12.996738456138504,
2024-01-05,GROC-002,Cooking Oil 1L,24.0,18.40177834177309,
2024-01-05,SPRT-001,Yoga Mat,24.0,13.778217334699534,
2024-01-05,DIY0-002,Sandpaper Pack,6.0,13.882358095547488,
2024-01-05,APPL-001,Air Fryer 5L,14.0,13.617313217769071,
2024-01-05,HOMK-002,Knife Set 5pc,30.0,13.717975309462744,
2024-01-05,CLTH-002,Cotton T-Shirt,6.0,10.409585921256983,
2024-01-05,GRDN-003,Pruning Shears,14.0,14.060211373738348,
2024-01-05,FURN-002,Bookshelf 5-Tier,4.0,14.194835169429725,
2024-01-05,AUTO-002,Tyre Inflator,15.0,14.63454606074414,
2024-01-05,HLTH-002,Digital Thermometer,19.0,12.61432582175138,
2024-01-05,DIY0-001,Power Drill,16.0,13.311765971256392,
2024-01-05,GROC-001,Ground Coffee 500g,15.0,19.353006859501782,
2024-01-05,SOFT-002,Office Suite,6.0,13.46328650237722,
2024-01-05,TOYS-001,Building Blocks Set,20.0,14.107510368124473,
2024-01-05,PETS-003,Pet Collar,20.0,14.39108662653419,
2024-01-05,BABY-002,Nappy Pack 40,21.0,14.46644291995581,
2024-01-05,OFFC-002,Ballpoint Pens 10pk,12.0,13.914751050448173,
2024-01-05,CLTH-003,Formal Trousers,9.0,11.154756532694254,
2024-01-05,BABY-003,Baby Wipes 80ct,21.0,13.819418238324989,
2024-01-05,BABY-001,Baby Monitor,12.0,13.047940641509156,
2024-01-05,ELEC-002,USB-C Hub 7-Port,8.0,8.034343879176099,
2024-01-05,AUTO-003,Car Seat Organiser,20.0,13.497191480233951,
2024-01-05,MUSC-003,Digital Piano,12.0,13.654482035804827,
2024-01-05,OUTD-003,Hiking Socks 3-Pack,9.0,12.886184611315972,
2024-01-06,SOFT-002,Office Suite,13.0,13.376694099591145,
2024-01-06,BOOK-003,Self-Help Guide,25.0,13.8642760462375,
2024-01-06,PCAR-002,Razor 5-Blade,12.0,13.224029226570645,
2024-01-06,GRDN-002,Plant Pots Set,6.0,13.416676624759711,
2024-01-06,CLTH-001,Denim Jacket,6.0,11.402663451327207,
2024-01-06,BOOK-001,Fiction Novel,14.0,14.355277270458444,
2024-01-06,OFFC-001,A4 Paper Ream,10.0,13.409177188201433,
2024-01-06,FURN-001,Office Chair,8.0,13.063401451410376,
2024-01-06,CLTH-002,Cotton T-Shirt,9.0,10.776748485467389,
2024-01-06,OUTD-001,Camping Tent 2P,10.0,13.313296264202243,
2024-01-06,TOOL-001,Screwdriver Set,14.0,12.929078805568803,
2024-01-06,HOMK-001,Non-stick Pan 28cm,15.0,12.491276779830324,
2024-01-06,BABY-001,Baby Monitor,23.0,13.85560584312464,
2024-01-06,APPL-002,Microwave Oven 20L,21.0,13.087307925262463,
2024-01-06,GROC-002,Cooking Oil 1L,22.0,19.23405890452529,
2024-01-06,PETS-001,Dry Dog Food 2kg,13.0,12.84955801200942,
2024-01-06,ELEC-001,Bluetooth Speaker,8.0,8.412363495702072,
2024-01-06,MOVI-002,Streaming Voucher,10.0,13.720858801647635,
2024-01-06,APPL-003,Hand Blender,13.0,14.461746851930332,
2024-01-06,DIY0-003,Adhesive Tape Pack,9.0,12.838966144271003,
2024-01-06,SPRT-003,Resistance Bands,26.0,13.892778821644288,
2024-01-06,GRDN-001,Garden Hose 20m,7.0,14.581997063724518,
2024-01-06,MOVI-003,Popcorn Maker,13.0,13.286003747292249,
2024-01-06,MOVI-001,Action DVD Pack,18.0,13.989526159657608,
2024-01-06,AUTO-001,Dash Cam HD,11.0,13.542479739574592,
2024-01-06,AUTO-002,Tyre Inflator,19.0,13.970771023827664,
2024-01-06,OFFC-002,Ballpoint Pens 10pk,25.0,13.343432136191693,
2024-01-06,FURN-003,Bedside Table,22.0,13.432611333151574,
2024-01-06,TOYS-002,Remote Control Car,19.0,14.929866560168986,
2024-01-06,PETS-003,Pet Collar,9.0,13.503474075872491,
2024-01-06,BEAU-003,Hair Serum 100ml,12.0,14.736176594050274,
2024-01-06,BEAU-001,Face Moisturiser,6.0,14.428743578706486,
2024-01-06,HOMK-003,Cutting Board,11.0,14.050156932880371,
2024-01-06,SPRT-001,Yoga Mat,11.0,13.865205152854088,
2024-01-06,GRDN-003,Pruning Shears,19.0,12.79189258970975,
2024-01-06,TOYS-001,Building Blocks Set,15.0,14.194133480029455,
2024-01-06,OUTD-003,Hiking Socks 3-Pack,18.0,12.792484256636708,
2024-01-06,BABY-002,Nappy Pack 40,11.0,13.582383256821808,
