Date,Forecast_Demand,SKU
2024-07-02,13.99834125445799,APPL-001
2024-07-03,13.875502873193941,APPL-001
2024-07-04,13.34360232248812,APPL-001
2024-07-05,13.883086658619128,APPL-001
2024-07-06,13.393666342709349,APPL-001
2024-07-07,14.173530052245276,APPL-001
2024-07-08,14.946341460259397,APPL-001
2024-07-09,14.004340101012865,APPL-001
2024-07-10,13.881480457446457,APPL-001
2024-07-11,13.349558644439206,APPL-001
2024-07-12,13.889021718269522,APPL-001
2024-07-13,13.399580140058035,APPL-001
2024-07-14,14.179443849595788,APPL-001
2024-07-15,14.95225525760572,APPL-001
2024-07-16,14.010253898359935,APPL-001
2024-07-17,13.887394254793975,APPL-001
2024-07-18,13.355472441786976,APPL-001
2024-07-19,13.8949355156156,APPL-001
2024-07-20,13.405493937405868,APPL-001
2024-07-21,14.185357646941728,APPL-001
2024-07-22,14.95816905495428,APPL-001
2024-07-23,14.016167695708386,APPL-001
2024-07-24,13.893308052141954,APPL-001
2024-07-25,13.361386239134745,APPL-001
2024-07-26,13.900849312965562,APPL-001
2024-07-27,13.411407734754558,APPL-001
2024-07-28,14.19127144429224,APPL-001
2024-07-29,14.964082852300802,APPL-001
2024-07-30,14.022054010934909,APPL-001
2024-07-31,13.899166885249887,APPL-001
2024-08-01,13.367217590122014,APPL-001
2024-08-02,13.906653181829444,APPL-001
2024-08-03,13.417184121498419,APPL-001
2024-08-04,14.197020348917174,APPL-001
2024-08-05,14.969804274803494,APPL-001
2024-08-06,14.027775433439526,APPL-001
2024-08-07,13.904888307754018,APPL-001
2024-08-08,13.372939012625956,APPL-001
2024-08-09,13.912374604334637,APPL-001
2024-08-10,13.422905544003275,APPL-001
2024-08-11,14.202741771417774,APPL-001
2024-08-12,14.97552569731208,APPL-001
2024-08-13,14.033496855941387,APPL-001
2024-08-14,13.910609730257697,APPL-001
2024-08-15,13.37866043513046,APPL-001
2024-08-16,13.91809602683929,APPL-001
2024-08-17,13.428626966506037,APPL-001
2024-08-18,14.208463193922157,APPL-001
2024-08-19,14.9812471198168,APPL-001
2024-08-20,14.039218278446,APPL-001
2024-08-21,13.916331152761831,APPL-001
2024-08-22,13.38438185488468,APPL-001
2024-08-23,13.923817443844136,APPL-001
2024-08-24,13.434348380764671,APPL-001
2024-08-25,14.2141846054311,APPL-001
2024-08-26,14.986968528572312,APPL-001
2024-08-27,14.044939684456324,APPL-001
2024-08-28,13.92205255601947,APPL-001
2024-08-29,13.390103258143142,APPL-001
2024-08-30,13.929538847101803,APPL-001
2024-08-31,13.440069784021393,APPL-001
2024-09-01,14.219906008689442,APPL-001
2024-09-02,14.99268993182895,APPL-001
2024-09-03,14.050661087713515,APPL-001
2024-09-04,13.927773959277996,APPL-001
2024-09-05,13.395824661401598,APPL-001
2024-09-06,13.935260250360955,APPL-001
2024-09-07,13.445791187279344,APPL-001
2024-09-08,14.225627411943993,APPL-001
2024-09-09,14.998411335087631,APPL-001
2024-09-10,14.056382490970705,APPL-001
2024-09-11,13.93349536253563,APPL-001
2024-09-12,13.4015460646592,APPL-001
2024-09-13,13.9409816536201,APPL-001
2024-09-14,13.451512590538147,APPL-001
2024-09-15,14.23133286436169,APPL-001
2024-09-16,15.00410083666959,APPL-001
2024-09-17,14.0620560417142,APPL-001
2024-09-18,13.939152962441355,APPL-001
2024-09-19,13.407187713725307,APPL-001
2024-09-20,13.946607351847625,APPL-001
2024-09-21,13.45712233792846,APPL-001
2024-09-22,14.236942611753825,APPL-001
2024-09-23,15.00971058405957,APPL-001
2024-09-24,14.067665789104275,APPL-001
2024-09-25,13.944762709830943,APPL-001
2024-09-26,13.412797461115844,APPL-001
2024-09-27,13.952217099236801,APPL-001
2024-09-28,13.46273208531668,APPL-001
2024-09-29,14.242552359143673,APPL-001
2024-09-30,15.015320331447715,APPL-001
2024-10-01,14.073275536492968,APPL-001
2024-10-02,13.950372457220535,APPL-001
2024-10-03,13.418407208505243,APPL-001
2024-10-04,13.957826846626912,APPL-001
2024-10-05,13.468341832704901,APPL-001
2024-10-06,14.248162106535815,APPL-001
2024-10-07,15.02093007883993,APPL-001
2024-10-08,14.078883579888792,APPL-001
2024-10-09,13.955978796625441,APPL-001
2024-10-10,13.424011843916581,APPL-001
2024-10-11,13.963429778046056,APPL-001
2024-10-12,13.473943060132072,APPL-001
2024-10-13,14.253761629968402,APPL-001
2024-10-14,15.026527898277942,APPL-001
2024-10-15,14.08448139933105,APPL-001
2024-10-16,13.961576616064889,APPL-001
2024-10-17,13.429609663355844,APPL-001
2024-10-18,13.96902759748362,APPL-001
2024-10-19,13.47954087957433,APPL-001
2024-10-20,14.259359449404325,APPL-001
2024-10-21,15.032125717717983,APPL-001
2024-10-22,14.090079218769613,APPL-001
2024-10-23,13.967174435503896,APPL-001
2024-10-24,13.435207482795668,APPL-001
2024-10-25,13.974625416924138,APPL-001
2024-10-26,13.485138699012417,APPL-001
2024-10-27,14.264957268844036,APPL-001
2024-10-28,15.037723537156,APPL-001
2024-10-29,14.09567703820817,APPL-001
2024-10-30,13.972772254943798,APPL-001
2024-10-31,13.440744007714098,APPL-001
2024-11-01,13.980100647322075,APPL-001
2024-11-02,13.49055263488886,APPL-001
2024-11-03,14.270309910203846,APPL-001
2024-11-04,15.0430148839933,APPL-001
2024-11-05,14.100907090528516,APPL-001
2024-11-06,13.977941012738963,APPL-001
2024-11-07,13.445912765510094,APPL-001
2024-11-08,13.985269405118217,APPL-001
2024-11-09,13.495721392685198,APPL-001
2024-11-10,14.275478667997433,APPL-001
2024-11-11,15.048183641789308,APPL-001
2024-11-12,14.106075848321865,APPL-001
2024-11-13,13.983109770534135,APPL-001
2024-11-14,13.451081523305515,APPL-001
2024-11-15,13.99043816291342,APPL-001
2024-11-16,13.500890150478604,APPL-001
2024-11-17,14.280647425795596,APPL-001
2024-11-18,15.053352399585513,APPL-001
2024-11-19,14.111244606117967,APPL-001
2024-11-20,13.988278528329754,APPL-001
2024-11-21,13.456250281102083,APPL-001
2024-11-22,13.995606920708621,APPL-001
2024-11-23,13.505904714687983,APPL-001
2024-11-24,14.285507796415676,APPL-001
2024-11-25,15.058058576614595,APPL-001
2024-11-26,14.115796589556524,APPL-001
2024-11-27,13.99267631818078,APPL-001
2024-11-28,13.460493877363252,APPL-001
2024-11-29,13.999696323380533,APPL-001
2024-11-30,13.509994117358946,APPL-001
2024-12-01,14.289597199088266,APPL-001
2024-12-02,15.062147979287316,APPL-001
2024-12-03,14.119885992227957,APPL-001
2024-12-04,13.99676572085356,APPL-001
2024-12-05,13.464583280035676,APPL-001
2024-12-06,14.003785726053927,APPL-001
2024-12-07,13.514083520032003,APPL-001
2024-12-08,14.293686601759354,APPL-001
2024-12-09,15.066237381958205,APPL-001
2024-12-10,14.123975394899396,APPL-001
2024-12-11,14.000855123525444,APPL-001
2024-12-12,13.468672682707815,APPL-001
2024-12-13,14.007875128726777,APPL-001
2024-12-14,13.518172922705052,APPL-001
2024-12-15,14.297776004429654,APPL-001
2024-12-16,15.07032678463316,APPL-001
2024-12-17,14.126342804147555,APPL-001
2024-12-18,14.00150053934846,APPL-001
2024-12-19,13.467596105105976,APPL-001
2024-12-20,14.005076557701543,APPL-001
2024-12-21,13.513652358254813,APPL-001
2024-12-22,14.291533446554297,APPL-001
2024-12-23,15.062362233331449,APPL-001
2024-12-24,14.118378252850082,APPL-001
2024-12-25,13.993535988048187,APPL-001
2024-12-26,13.459631553806652,APPL-001
2024-12-27,13.997112006399377,APPL-001
2024-12-28,13.50568780695318,APPL-001
2024-12-29,14.283568895250493,APPL-001
2024-12-30,15.054397682029732,APPL-001
2024-12-31,14.110413701550296,APPL-001
2025-01-01,13.985571436747911,APPL-001
2025-01-02,13.45166700250618,APPL-001
2025-01-03,13.989147455100166,APPL-001
2025-01-04,13.497723255652772,APPL-001
2025-01-05,14.275604343952764,APPL-001
2025-01-06,15.046433130732083,APPL-001
2025-01-07,14.10244915024775,APPL-001
2025-01-08,13.9776068854487,APPL-001
2025-01-09,13.443600512301327,APPL-001
2025-01-10,13.980979025992738,APPL-001
2025-01-11,13.489452887638805,APPL-001
2025-01-12,14.267232037036312,APPL-001
2025-01-13,15.03795888490982,APPL-001
2025-01-14,14.093872965523307,APPL-001
2025-01-15,13.968928761819662,APPL-001
2025-01-16,13.434922388672089,APPL-001
2025-01-17,13.972300902361805,APPL-001
2025-01-18,13.480774764014665,APPL-001
2025-01-19,14.258553913407535,APPL-001
2025-01-20,15.029280761281168,APPL-001
2025-01-21,14.085194841894747,APPL-001
2025-01-22,13.960250638190178,APPL-001
2025-01-23,13.42624426504343,APPL-001
2025-01-24,13.963622778733829,APPL-001
2025-01-25,13.472096640383402,APPL-001
2025-01-26,14.249875789778756,APPL-001
2025-01-27,15.020602637650686,APPL-001
2025-01-28,14.076516718263441,APPL-001
2025-01-29,13.951572514561583,APPL-001
2025-01-30,13.417566141414767,APPL-001
2025-01-31,13.954944655105312,APPL-001
2025-02-01,13.46336094935782,APPL-001
2025-02-02,14.24108253135774,APPL-001
2025-02-03,15.01175181183046,APPL-001
2025-02-04,14.067608325049541,APPL-001
2025-02-05,13.942606553946863,APPL-001
2025-02-06,13.408542613402538,APPL-001
2025-02-07,13.945863559696512,APPL-001
2025-02-08,13.454279853946595,APPL-001
2025-02-09,14.23200143594585,APPL-001
2025-02-10,15.002670716421187,APPL-001
2025-02-11,14.058527229637406,APPL-001
2025-02-12,13.933525458536998,APPL-001
2025-02-13,13.399461517992485,APPL-001
2025-02-14,13.936782464286232,APPL-001
2025-02-15,13.445198758535373,APPL-001
2025-02-16,14.222920340534746,APPL-001
2025-02-17,14.993589621011921,APPL-001
2025-02-18,14.049446134228031,APPL-001
2025-02-19,13.924444363126689,APPL-001
2025-02-20,13.390380422583572,APPL-001
2025-02-21,13.927701368875422,APPL-001
2025-02-22,13.436117663128318,APPL-001
2025-02-23,14.21383924512514,APPL-001
2025-02-24,14.984508525600612,APPL-001
2025-02-25,14.04034144248303,APPL-001
2025-02-26,13.915316075047887,APPL-001
2025-02-27,13.381228538169918,APPL-001
2025-02-28,13.918525888128155,APPL-001
2025-03-01,13.426918586045854,APPL-001
2025-03-02,14.204616571712343,APPL-001
2025-03-03,14.975262255853448,APPL-001
2025-03-04,14.031095172736244,APPL-001
2025-03-05,13.906069805298745,APPL-001
2025-03-06,13.371982268420709,APPL-001
2025-03-07,13.909279618379625,APPL-001
2025-03-08,13.417672316296986,APPL-001
2025-03-09,14.195370301965301,APPL-001
2025-03-10,14.966015986102413,APPL-001
2025-03-11,14.021848902985763,APPL-001
2025-03-12,13.896823535548709,APPL-001
2025-03-13,13.362735998670924,APPL-001
2025-03-14,13.900033348629627,APPL-001
2025-03-15,13.40842604654727,APPL-001
2025-03-16,14.186124032213687,APPL-001
2025-03-17,14.956769716355447,APPL-001
2025-03-18,14.01260263323666,APPL-001
2025-03-19,13.887577265799123,APPL-001
2025-03-20,13.353489729105835,APPL-001
2025-03-21,13.890787079249911,APPL-001
2025-03-22,13.39917977735162,APPL-001
2025-03-23,14.17687776320427,APPL-001
2025-03-24,14.947523447526448,APPL-001
2025-03-25,14.003356364592612,APPL-001
2025-03-26,13.878330997341436,APPL-001
2025-03-27,13.344243460647466,APPL-001
2025-03-28,13.881540810789271,APPL-001
2025-03-29,13.389933508891499,APPL-001
2025-03-30,14.167631494745777,APPL-001
2025-03-31,14.938277179068082,APPL-001
2025-04-01,13.994110096134342,APPL-001
2025-04-02,13.869084728882683,APPL-001
2025-04-03,13.334997192189086,APPL-001
2025-04-04,13.872294542331577,APPL-001
2025-04-05,13.38068724043347,APPL-001
2025-04-06,14.158385226283492,APPL-001
2025-04-07,14.929030910609924,APPL-001
2025-04-08,13.984863827673319,APPL-001
2025-04-09,13.859838460423486,APPL-001
2025-04-10,13.325750923730144,APPL-001
2025-04-11,13.86304827387335,APPL-001
2025-04-12,13.37144097173017,APPL-001
2025-04-13,14.149138957338636,APPL-001
2025-04-14,14.919784641422218,APPL-001
2025-04-15,13.975617558242323,APPL-001
2025-04-16,13.850592190750344,APPL-001
2025-04-17,13.316504653812107,APPL-001
2025-04-18,13.853802003711916,APPL-001
2025-04-19,13.362194701571962,APPL-001
2025-04-20,14.13989268717788,APPL-001
2025-04-21,14.910538371259761,APPL-001
2025-04-22,13.966371288084108,APPL-001
2025-04-23,13.841345920588871,APPL-001
2025-04-24,13.307258383651465,APPL-001
2025-04-25,13.844555733550479,APPL-001
2025-04-26,13.352948431409573,APPL-001
2025-04-27,14.130646417013324,APPL-001
2025-04-28,14.901292101097292,APPL-001
2025-04-29,13.957125017922195,APPL-001
2025-04-30,13.832099650428297,APPL-001
2025-05-01,13.298012113490817,APPL-001
2025-05-02,13.835309463390516,APPL-001
2025-05-03,13.343702161250512,APPL-001
2025-05-04,14.121400146854853,APPL-001
2025-05-05,14.892045830936862,APPL-001
2025-05-06,13.94787874458601,APPL-001
2025-05-07,13.822853373918285,APPL-001
2025-05-08,13.288765833806508,APPL-001
2025-05-09,13.826063180533474,APPL-001
2025-05-10,13.334455875216772,APPL-001
2025-05-11,14.112153857646174,APPL-001
2025-05-12,14.882799538556544,APPL-001
2025-05-13,13.938632452205582,APPL-001
2025-05-14,13.813607081537377,APPL-001
2025-05-15,13.279519541425397,APPL-001
2025-05-16,13.81681688815215,APPL-001
2025-05-17,13.325209582836578,APPL-001
2025-05-18,14.102907565267813,APPL-001
2025-05-19,14.873553246176021,APPL-001
2025-05-20,13.929386159826095,APPL-001
2025-05-21,13.804360789156014,APPL-001
2025-05-22,13.270273249045434,APPL-001
2025-05-23,13.80757059577082,APPL-001
2025-05-24,13.315963290455535,APPL-001
2025-05-25,14.093661272887157,APPL-001
2025-05-26,14.864306953793665,APPL-001
2025-05-27,13.920139867445666,APPL-001
2025-05-28,13.795114496775103,APPL-001
2025-05-29,13.261026956012412,APPL-001
2025-05-30,13.79832430208511,APPL-001
2025-05-31,13.306716996119576,APPL-001
2025-06-01,14.084414977901098,APPL-001
2025-06-02,14.85506065815576,APPL-001
2025-06-03,13.910893571150947,APPL-001
2025-06-04,13.785868199831793,APPL-001
2025-06-05,13.251780659068402,APPL-001
2025-06-06,13.789078005141796,APPL-001
2025-06-07,13.297470699173832,APPL-001
2025-06-08,14.075168680956985,APPL-001
2025-06-09,14.845814361209937,APPL-001
2025-06-10,13.90164727420705,APPL-001
2025-06-11,13.77662190288741,APPL-001
2025-06-12,13.242534362123838,APPL-001
2025-06-13,13.779831708197001,APPL-001
2025-06-14,13.28822440223226,APPL-001
2025-06-15,14.06592238400907,APPL-001
2025-06-16,14.836568064267983,APPL-001
2025-06-17,13.892400977263147,APPL-001
2025-06-18,13.76737560594259,APPL-001
2025-06-19,13.233288065179828,APPL-001
2025-06-20,13.770585411254626,APPL-001
2025-06-21,13.278978105188699,APPL-001
2025-06-22,14.056676086869317,APPL-001
2025-06-23,14.827321767028707,APPL-001
2025-06-24,13.883154679926612,APPL-001
2025-06-25,13.758129308509567,APPL-001
2025-06-26,13.224041767648064,APPL-001
2025-06-27,13.761339113623627,APPL-001
2025-06-28,13.26973180755823,APPL-001
2025-06-29,14.04742978924276,APPL-001
2025-06-30,14.818075469400195,APPL-001
2025-07-01,13.873908382301682,APPL-001
2025-07-02,13.748883010880014,APPL-001
2025-07-03,13.214795470019915,APPL-001
2025-07-04,13.752092815995585,APPL-001
2025-07-05,13.26048550992985,APPL-001
2025-07-06,14.038183491611626,APPL-001
2025-07-07,14.80882917177168,APPL-001
2025-07-08,13.864662084670321,APPL-001
2025-07-09,13.739636713250462,APPL-001
2025-07-10,13.205549172390612,APPL-001
2025-07-11,13.742846518366072,APPL-001
2025-07-12,13.251239212298525,APPL-001
2025-07-13,14.028937193981278,APPL-001
2025-07-14,14.799582874143175,APPL-001
2025-07-15,13.855415786605516,APPL-001
2025-07-16,13.730390414748996,APPL-001
2025-07-17,13.196302873452488,APPL-001
2025-07-18,13.733600218991828,APPL-001
2025-07-19,13.241992912491327,APPL-001
2025-07-20,14.019690893733056,APPL-001
2025-07-21,14.790336573459355,APPL-001
2025-07-22,13.846169485922246,APPL-001
2025-07-23,13.721144114067247,APPL-001
2025-07-24,13.187056572769926,APPL-001
2025-07-25,13.724353918309035,APPL-001
2025-07-26,13.232746611807585,APPL-001
2025-07-27,14.010444593053236,APPL-001
2025-07-28,14.781090272777375,APPL-001
2025-07-29,13.83692318523898,APPL-001
2025-07-30,13.711897813385765,APPL-001
2025-07-31,13.177810272088493,APPL-001
2025-08-01,13.715107617627726,APPL-001
2025-08-02,13.223500311125935,APPL-001
2025-08-03,14.001198292373406,APPL-001
2025-08-04,14.771843972093555,APPL-001
2025-08-05,13.827676884555714,APPL-001
2025-08-06,13.702651512702946,APPL-001
2025-08-07,13.168563972014777,APPL-001
2025-08-08,13.705861318163567,APPL-001
2025-08-09,13.214254012270825,APPL-001
2025-08-10,13.991951994124399,APPL-001
2025-08-11,14.762597674458053,APPL-001
2025-08-12,13.818430587526915,APPL-001
2025-08-13,13.693405216283576,APPL-001
2025-08-14,13.159317675594146,APPL-001
2025-08-15,13.696615021744197,APPL-001
2025-08-16,13.205007715850261,APPL-001
2025-08-17,13.982705697706503,APPL-001
2025-08-18,14.753351378036172,APPL-001
2025-08-19,13.809184291109283,APPL-001
2025-08-20,13.684158919862693,APPL-001
2025-08-21,13.150071379174662,APPL-001
2025-08-22,13.687368725321871,APPL-001
2025-08-23,13.195761419430546,APPL-001
2025-08-24,13.97345940128254,APPL-001
2025-08-25,14.744105081614292,APPL-001
2025-08-26,13.799937994687955,APPL-001
2025-08-27,13.67491262344226,APPL-001
2025-08-28,13.140825082754027,APPL-001
2025-08-29,13.678122428902494,APPL-001
2025-08-30,13.186515123010832,APPL-001
2025-08-31,13.964213104864655,APPL-001
2025-09-01,14.734858785196483,APPL-001
2025-09-02,13.790691698265253,APPL-001
2025-09-03,13.665666327021825,APPL-001
2025-09-04,13.131578786333115,APPL-001
2025-09-05,13.668876132483124,APPL-001
2025-09-06,13.177268826589035,APPL-001
2025-09-07,13.954966808444475,APPL-001
2025-09-08,14.725612488774605,APPL-001
2025-09-09,13.781445401848995,APPL-001
2025-09-10,13.656420030601389,APPL-001
2025-09-11,13.122332489912488,APPL-001
2025-09-12,13.659629836061736,APPL-001
2025-09-13,13.168022530171406,APPL-001
2025-09-14,13.945720512024302,APPL-001
2025-09-15,14.716366192354561,APPL-001
2025-09-16,13.772199105427667,APPL-001
2025-09-17,13.647173734180505,APPL-001
2025-09-18,13.113086193492428,APPL-001
2025-09-19,13.650383539642359,APPL-001
2025-09-20,13.158776233748753,APPL-001
2025-09-21,13.936474215604129,APPL-001
2025-09-22,14.707119895932681,APPL-001
2025-09-23,13.762952809007718,APPL-001
2025-09-24,13.637927437760514,APPL-001
2025-09-25,13.103839897072373,APPL-001
2025-09-26,13.641137243220037,APPL-001
2025-09-27,13.149529937329042,APPL-001
2025-09-28,13.927227919186237,APPL-001
2025-09-29,14.697873599514875,APPL-001
2025-09-30,13.753706512587765,APPL-001
2025-10-01,13.6286811413407,APPL-001
2025-10-02,13.094593600652313,APPL-001
2025-10-03,13.631890946800663,APPL-001
2025-10-04,13.140283640907239,APPL-001
2025-10-05,13.917981622763776,APPL-001
2025-10-06,14.688627303094826,APPL-001
2025-10-07,13.74446021616506,APPL-001
2025-10-08,13.619434844920267,APPL-001
2025-10-09,13.085347304231398,APPL-001
2025-10-10,13.622644650379812,APPL-001
2025-10-11,13.131037344485438,APPL-001
2025-10-12,13.908735326342093,APPL-001
2025-10-13,14.679381006674983,APPL-001
2025-10-14,13.73521391974511,APPL-001
2025-10-15,13.610188548499384,APPL-001
2025-10-16,13.076101007811342,APPL-001
2025-10-17,13.613398353959901,APPL-001
2025-10-18,13.121791048067813,APPL-001
2025-10-19,13.899489029921916,APPL-001
2025-10-20,14.670134710253102,APPL-001
2025-10-21,13.725967623323783,APPL-001
2025-10-22,13.6009422520785,APPL-001
2025-10-23,13.066854711390715,APPL-001
2025-10-24,13.60415205753905,APPL-001
2025-10-25,13.11254475164601,APPL-001
2025-10-26,13.890242733501744,APPL-001
